ImageId,Label,Prob
137,6,0.9998361
138,9,0.9978808
139,9,0.99890184
140,5,0.9997386
141,8,0.98367137
142,4,0.99974746
143,5,0.9996158
144,9,0.99967843
145,6,0.99960136
146,8,0.9994755
147,2,0.99956596
148,4,0.9997876
149,7,0.99980515
150,3,0.9997646
151,5,0.9996336
152,1,0.9997967
153,8,0.9995626
154,5,0.99964255
155,8,0.9997864
156,6,0.99978
157,3,0.9939331
158,2,0.9994756
159,7,0.9991376
160,6,0.99855214
161,2,0.9996501
162,5,0.9996856
163,6,0.999619
164,7,0.9993038
165,5,0.9996196
166,2,0.9997692
167,8,0.9997877
168,0,0.9996322
169,6,0.9991953
170,6,0.99965876
171,4,0.8942553
172,1,0.99943715
173,9,0.99947804
174,5,0.999633
175,8,0.99968004
176,6,0.99952257
177,5,0.99979055
178,6,0.9947189
179,8,0.99796057
180,7,0.9993922
181,4,0.9996828
182,4,0.9995457
183,0,0.99944603
184,6,0.9995142
185,5,0.999815
186,7,0.999455
187,2,0.99982965
188,6,0.9995893
189,2,0.99976385
190,1,0.99956244
191,8,0.9935357
192,9,0.99862975
193,0,0.99976385
194,7,0.99939215
195,4,0.99967945
196,3,0.9996894
197,0,0.9998781
198,4,0.9998218
199,6,0.99951535
200,3,0.9994489
201,1,0.9964355
202,3,0.99963915
203,5,0.9997355
204,0,0.99962175
205,8,0.99617565
206,8,0.9992094
207,5,0.99957883
208,8,0.99955356
209,2,0.9995262
210,2,0.9992073
211,3,0.9996306
212,2,0.99972314
213,7,0.9982537
214,5,0.9997897
215,7,0.9995491
216,5,0.99910796
217,4,0.9990945
218,5,0.9991032
219,0,0.9993814
220,7,0.9996897
221,2,0.9965004
222,3,0.9993361
223,7,0.99825037
224,5,0.958255
225,8,0.9996688
226,9,0.9996201
227,0,0.99956787
228,7,0.99860555
229,5,0.9924081
230,0,0.9995556
231,1,0.9996937
232,6,0.9976696
233,6,0.9989182
234,3,0.99909866
235,0,0.99972665
236,9,0.9996892
237,8,0.99961156
238,4,0.99953127
239,9,0.9997548
240,0,0.9995779
241,2,0.99970925
242,0,0.9996541
243,3,0.6839112
244,0,0.9993736
245,0,0.9997424
246,6,0.998957
247,8,0.998703
248,3,0.99964345
249,7,0.99976027
250,9,0.9990638
251,4,0.7767561
252,4,0.99968433
253,0,0.99960774
254,5,0.99927425
255,5,0.4956239
256,9,0.99979466
257,6,0.99944675
258,4,0.999831
259,0,0.99936235
260,4,0.999642
261,2,0.9998106
262,7,0.9993757
263,3,0.9997101
264,2,0.9997277
265,6,0.9997674
266,7,0.99957114
267,0,0.99978274
268,9,0.9991183
269,1,0.9991554
270,5,0.9971781
271,4,0.99982244
272,5,0.9998468
273,5,0.9995263
274,9,0.999667
275,8,0.99154186
276,7,0.99967635
277,9,0.9987753
278,0,0.9997843
279,3,0.9995931
280,3,0.99975616
281,6,0.9983374
282,1,0.99959964
283,6,0.9995502
284,8,0.9992617
285,7,0.75835013
286,7,0.9993502
287,9,0.9990158
288,2,0.99971473
289,6,0.99888915
290,1,0.999788
291,2,0.99982375
292,7,0.988029
293,5,0.9997195
294,7,0.9996759
295,3,0.9997252
296,8,0.9990656
297,0,0.99970865
298,8,0.9992652
299,3,0.99980223
300,0,0.99967825
301,3,0.9997765
302,2,0.99981993
303,8,0.9996314
304,7,0.9990832
305,9,0.9996168
306,2,0.99966156
307,0,0.99951136
308,2,0.9983776
309,1,0.9991392
310,0,0.9838173
311,0,0.99962884
312,7,0.99505484
313,8,0.99966395
314,7,0.99911183
315,9,0.9968502
316,4,0.99933636
317,2,0.99962866
318,2,0.9995791
319,9,0.9874768
320,8,0.99968493
321,6,0.999541
322,6,0.99962413
323,8,0.9993602
324,4,0.9996818
325,9,0.99126947
326,7,0.99963456
327,4,0.9996799
328,3,0.99981195
329,5,0.99895275
330,2,0.99959767
331,2,0.99970186
332,8,0.99887073
333,2,0.9993237
334,2,0.999643
335,2,0.9995575
336,1,0.9991509
337,4,0.99843967
338,9,0.9991878
339,3,0.99954236
340,7,0.9993718
341,8,0.99958116
342,3,0.99962234
343,1,0.9995465
344,9,0.99951077
345,1,0.8398493
346,2,0.99973124
347,2,0.9994273
348,1,0.99952924
349,9,0.9992946
350,8,0.99890804
351,1,0.99872637
352,5,0.99977285
353,3,0.9993555
354,3,0.99965227
355,7,0.9970495
356,1,0.9997883
357,4,0.99947006
358,5,0.999722
359,7,0.9989231
360,8,0.99978244
361,6,0.9957649
362,9,0.99968064
363,3,0.9996626
364,6,0.9995621
365,4,0.9967974
366,2,0.9974035
367,0,0.9996163
368,3,0.99922323
369,3,0.9996625
370,8,0.9997102
371,1,0.99951094
372,7,0.9996974
373,4,0.9981867
374,4,0.99973214
375,8,0.999616
376,5,0.999677
377,2,0.99849904
378,4,0.9996274
379,5,0.9997839
380,2,0.9987772
381,7,0.9996363
382,6,0.99970114
383,9,0.9997331
384,6,0.9996246
385,6,0.999646
386,5,0.99980605
387,2,0.9998061
388,0,0.9997956
389,4,0.9997999
390,4,0.9995775
391,8,0.99980867
392,1,0.99940175
393,3,0.9989947
394,3,0.9995576
395,7,0.9996697
396,7,0.9996104
397,7,0.9994874
398,7,0.9954807
399,5,0.99979514
400,3,0.99972934
401,4,0.99968016
402,6,0.9996573
403,8,0.99973327
404,9,0.99970996
405,5,0.999719
406,6,0.9997355
407,9,0.99978447
408,1,0.9995801
409,5,0.99862796
410,9,0.99972975
411,1,0.99877375
412,5,0.9995468
413,6,0.99905604
414,0,0.9977642
415,2,0.99937737
416,4,0.8885436
417,9,0.99962664
418,1,0.9997667
419,2,0.9995267
420,0,0.9993006
421,5,0.9998182
422,5,0.9996468
423,5,0.9993557
424,5,0.9988573
425,4,0.9996599
426,4,0.47613603
427,6,0.99918395
428,7,0.9992792
429,9,0.99961627
430,0,0.9997366
431,2,0.99938995
432,4,0.99929106
433,2,0.9998215
434,8,0.9995589
435,3,0.9997112
436,8,0.99928653
437,3,0.9997368
438,8,0.99260473
439,1,0.9949293
440,2,0.9988395
441,3,0.9985601
442,3,0.9997037
443,7,0.99943244
444,8,0.99965763
445,8,0.99480927
446,6,0.99961627
447,3,0.9996149
448,6,0.99949425
449,8,0.99962795
450,3,0.99982226
451,8,0.99960536
452,7,0.9994707
453,7,0.9995662
454,1,0.99514866
455,5,0.9988593
456,0,0.9980836
457,0,0.9991555
458,3,0.99958944
459,8,0.9991298
460,1,0.99976903
461,6,0.99957734
462,2,0.9995739
463,3,0.99801767
464,3,0.99948865
465,0,0.9997538
466,1,0.95271045
467,3,0.999774
468,1,0.99963915
469,0,0.9996993
470,1,0.99921787
471,7,0.99940187
472,3,0.99953234
473,6,0.9992871
474,0,0.9996214
475,5,0.9994934
476,8,0.999701
477,9,0.9992813
478,4,0.99971783
479,8,0.9994367
480,3,0.9996746
481,2,0.9996091
482,4,0.99957275
483,9,0.9999318
484,1,0.9980733
485,6,0.99955356
486,1,0.9997056
487,8,0.9995529
488,2,0.99963605
489,6,0.9995365
490,0,0.9990053
491,5,0.9983845
492,1,0.9995271
493,2,0.99983054
494,0,0.99952257
495,0,0.99969214
496,0,0.9996799
497,1,0.99712527
498,2,0.9964781
499,2,0.9995452
500,9,0.99975157
501,8,0.99964666
502,1,0.99927413
503,2,0.9996077
504,8,0.9985795
505,5,0.9997708
506,4,0.9996446
507,3,0.9969946
508,6,0.95772946
509,6,0.9995283
510,5,0.99938834
511,4,0.99980146
512,4,0.99950963
513,2,0.92799586
514,0,0.9864105
515,2,0.9997438
516,0,0.99953747
517,9,0.99970376
518,1,0.99934274
519,7,0.9995421
520,9,0.99984646
521,8,0.99933195
522,6,0.9992234
523,6,0.9997016
524,4,0.98363984
525,5,0.99978274
526,8,0.9996912
527,6,0.9995648
528,7,0.99939644
529,2,0.99935627
530,5,0.9983527
531,3,0.9992448
532,4,0.9997369
533,9,0.9995723
534,6,0.9985819
535,6,0.99910307
536,2,0.999757
537,3,0.9996033
538,8,0.999554
539,7,0.9922805
540,5,0.99966943
541,2,0.99730444
542,7,0.99910986
543,2,0.999481
544,9,0.9994814
545,2,0.99832547
546,0,0.99972135
547,4,0.98079073
548,7,0.9991387
549,2,0.9997362
550,2,0.99956214
551,9,0.99808216
552,9,0.99983025
553,4,0.81076765
554,1,0.99968565
555,7,0.999117
556,4,0.99973947
557,2,0.9995459
558,5,0.9777554
559,0,0.9995165
560,4,0.89635754
561,4,0.99859655
562,2,0.99820936
563,1,0.9991237
564,7,0.99839383
565,8,0.999685
566,5,0.9891555
567,2,0.78146523
568,2,0.9997319
569,2,0.9996525
570,0,0.99853706
571,1,0.9998025
572,8,0.99963105
573,7,0.9986051
574,1,0.99830234
575,3,0.9994089
576,0,0.99972475
577,8,0.9992603
578,7,0.998528
579,1,0.9996151
580,9,0.9995567
581,1,0.99929476
582,4,0.9971239
583,0,0.8964219
584,5,0.99963963
585,7,0.9993988
586,2,0.99959743
587,6,0.99979
588,5,0.9995988
589,7,0.99568987
590,4,0.99950343
591,0,0.99787426
592,6,0.9996567
593,1,0.99961156
594,2,0.9996713
595,5,0.9991134
596,7,0.9997099
597,2,0.99891245
598,4,0.99979573
599,8,0.99924123
600,4,0.9997529
601,7,0.99969256
602,2,0.94802964
603,2,0.9923271
604,3,0.74965847
605,0,0.9994384
606,0,0.9995783
607,3,0.9995847
608,6,0.9992784
609,2,0.9994935
610,3,0.9998037
611,2,0.9994893
612,1,0.99975526
613,2,0.9993744
614,3,0.9563419
615,3,0.9994525
616,5,0.99899644
617,6,0.99951476
618,8,0.9997053
619,8,0.998085
620,3,0.99972993
621,0,0.9993564
622,3,0.99740696
623,8,0.99959296
624,9,0.9976615
625,3,0.999695
626,4,0.99961984
627,1,0.99742776
628,7,0.99972075
629,0,0.8888031
630,9,0.99981534
631,5,0.9877421
632,8,0.9995702
633,8,0.9997133
634,5,0.9983813
635,1,0.69134563
636,6,0.9997941
637,6,0.9980117
638,1,0.99983263
639,0,0.99964076
640,7,0.99971056
641,0,0.9996619
642,5,0.99965334
643,7,0.99953204
644,6,0.9994745
645,8,0.9995918
646,1,0.98831016
647,0,0.9995783
648,0,0.99934465
649,2,0.9997924
650,4,0.99968374
651,5,0.9988457
652,9,0.9995109
653,6,0.9993725
654,0,0.99971277
655,7,0.99971056
656,2,0.99797404
657,1,0.99966204
658,2,0.9994966
659,6,0.9995624
660,7,0.9996478
661,3,0.9997153
662,1,0.999479
663,5,0.99911356
664,1,0.9996519
665,9,0.9997612
666,2,0.99964637
667,0,0.99962586
668,8,0.9996549
669,5,0.99863017
670,4,0.9997384
671,5,0.99967575
672,6,0.999306
673,2,0.99972475
674,2,0.9995939
675,5,0.99928206
676,5,0.9983982
677,0,0.99966466
678,3,0.99978673
679,0,0.93022996
680,3,0.99967
681,2,0.9997018
682,5,0.9998544
683,7,0.9991848
684,7,0.99936974
685,5,0.9995984
686,3,0.99947405
687,7,0.99948406
688,4,0.9998415
689,0,0.9997218
690,2,0.99974024
691,0,0.9997212
692,8,0.9997401
693,2,0.9989809
694,5,0.99212205
695,3,0.99968064
696,9,0.9984921
697,7,0.99923515
698,6,0.999121
699,1,0.9996253
700,9,0.9998368
701,3,0.99965286
702,9,0.99968815
703,0,0.99888384
704,1,0.9997884
705,4,0.9997897
706,1,0.99980134
707,6,0.99967563
708,9,0.98036927
709,7,0.9993639
710,1,0.9998147
711,1,0.99963653
712,0,0.999596
713,9,0.9995853
714,7,0.9993164
715,5,0.9993064
716,8,0.99974155
717,1,0.9956786
718,3,0.99965715
719,6,0.9989157
720,0,0.9998312
721,8,0.9997479
722,6,0.99937135
723,0,0.99963
724,6,0.9995476
725,2,0.9998673
726,9,0.99876654
727,4,0.9994782
728,4,0.9993742
729,8,0.99958783
730,8,0.9997322
731,9,0.9943231
732,6,0.999811
733,1,0.99933225
734,2,0.9997532
735,6,0.9995988
736,6,0.9968052
737,4,0.99947214
738,1,0.99532926
739,1,0.9995677
740,6,0.9946972
741,7,0.9978503
742,1,0.99949133
743,9,0.99825513
744,1,0.9837165
745,6,0.9992794
746,9,0.9987626
747,5,0.9997423
748,7,0.98538065
749,4,0.9935938
750,6,0.9995524
751,6,0.9998708
752,3,0.9992064
753,0,0.6698195
754,9,0.99960697
755,9,0.9983455
756,7,0.9995805
757,0,0.99963284
758,9,0.9996559
759,0,0.9990903
760,4,0.9996087
761,5,0.99977416
762,6,0.9993893
763,0,0.9993451
764,0,0.99972105
765,1,0.9997099
766,0,0.99929297
767,9,0.9995516
768,7,0.9992512
769,5,0.99953234
770,2,0.9997643
771,7,0.9995123
772,0,0.99847907
773,3,0.9997999
774,4,0.9998301
775,5,0.99635756
776,1,0.9993313
777,1,0.99917233
778,4,0.9998887
779,2,0.9994097
780,6,0.99963313
781,9,0.9989213
782,0,0.9997362
783,5,0.9994031
784,8,0.99967957
785,5,0.9998131
786,6,0.999386
787,6,0.99976957
788,7,0.99966085
789,4,0.99925625
790,0,0.9997843
791,2,0.9989685
792,8,0.9987605
793,9,0.99963
794,6,0.9995483
795,5,0.99935406
796,7,0.9970522
797,3,0.9996376
798,7,0.99789554
799,1,0.9373233
800,0,0.99960935
801,5,0.9996827
802,7,0.99961454
803,2,0.99972713
804,3,0.9962853
805,9,0.99967176
806,5,0.99970037
807,9,0.9980453
808,9,0.99950635
809,1,0.86294395
810,0,0.9996948
811,3,0.9995595
812,8,0.99959517
813,0,0.9997198
814,3,0.9996368
815,3,0.9997183
816,2,0.9996239
817,3,0.9997829
818,9,0.9995364
819,0,0.9997776
820,4,0.9997581
821,5,0.9994342
822,9,0.99961627
823,2,0.99970186
824,1,0.99973124
825,4,0.9996513
826,7,0.99949396
827,6,0.53665054
828,9,0.9969198
829,5,0.9989605
830,5,0.99962837
831,0,0.9996681
832,1,0.99977
833,8,0.9973775
834,0,0.99942684
835,0,0.99978507
836,0,0.99979085
837,0,0.9990245
838,7,0.99955493
839,1,0.9989737
840,3,0.9989355
841,6,0.9993433
842,6,0.9993337
843,0,0.9996139
844,4,0.9992139
845,2,0.9995545
846,9,0.9998762
847,7,0.9995373
848,7,0.99952966
849,6,0.99932396
850,8,0.99950296
851,4,0.9922999
852,8,0.99964416
853,1,0.9974624
854,1,0.9994596
855,9,0.9998167
856,0,0.99973565
857,2,0.99979764
858,3,0.9980794
859,7,0.9994792
860,9,0.99971217
861,1,0.9995564
862,5,0.9996837
863,8,0.9988779
864,4,0.99959165
865,2,0.99969405
866,1,0.99954
867,1,0.99979323
868,2,0.9995297
869,5,0.9996335
870,6,0.9971135
871,4,0.9991911
872,5,0.9996033
873,4,0.99945956
874,8,0.9953539
875,8,0.99874
876,1,0.999269
877,8,0.9990719
878,6,0.9995944
879,9,0.9957038
880,9,0.9993197
881,3,0.9996907
882,5,0.9997547
883,3,0.9996947
884,7,0.99937594
885,7,0.9997357
886,5,0.9996231
887,8,0.9894613
888,0,0.99970853
889,8,0.9937148
890,1,0.99950516
891,1,0.99972856
892,5,0.9995866
893,8,0.99974185
894,3,0.9955862
895,2,0.9996425
896,8,0.99667585
897,9,0.9990139
898,3,0.99960244
899,5,0.9994799
900,5,0.998915
901,1,0.99941427
902,0,0.99482363
903,4,0.9997252
904,6,0.742257
905,7,0.99848974
906,9,0.99974096
907,3,0.99278325
908,0,0.99964416
909,0,0.9915987
910,3,0.99875546
911,7,0.99936676
912,1,0.9996052
913,1,0.99945533
914,8,0.99931943
915,4,0.99950635
916,8,0.99961746
917,0,0.99970686
918,4,0.9994467
919,9,0.8906778
920,0,0.99938667
921,5,0.99933755
922,6,0.99961025
923,7,0.9993666
924,4,0.9998048
925,2,0.9996352
926,4,0.9996171
927,0,0.9997657
928,2,0.99975693
929,0,0.9986008
930,1,0.9994342
931,0,0.99976027
932,2,0.9996745
933,6,0.99971026
934,5,0.9996629
935,4,0.9992077
936,1,0.99948156
937,3,0.9996184
938,5,0.9990102
939,3,0.9994049
940,8,0.9997905
941,9,0.99955785
942,2,0.9995543
943,5,0.999756
944,0,0.9966056
945,7,0.999683
946,4,0.9997045
947,7,0.99961627
948,4,0.99885464
949,8,0.9993348
950,3,0.99972457
951,0,0.995824
952,1,0.99928266
953,3,0.99974597
954,4,0.999699
955,0,0.99489135
956,2,0.9964883
957,9,0.99983186
958,3,0.9993955
959,8,0.9971997
960,5,0.9992916
961,4,0.99809086
962,7,0.99961674
963,1,0.9985075
964,7,0.99942464
965,9,0.999477
966,4,0.9995554
967,5,0.9994351
968,3,0.9997056
969,3,0.99564344
970,6,0.99951017
971,0,0.99969065
972,3,0.99982214
973,2,0.99718344
974,6,0.99912786
975,1,0.9995201
976,9,0.999333
977,7,0.9995653
978,4,0.999465
979,8,0.9996085
980,2,0.998721
981,2,0.99964714
982,5,0.99973
983,2,0.90834683
984,7,0.9986206
985,0,0.98765546
986,5,0.99937993
987,5,0.9994782
988,1,0.99956477
989,7,0.9985669
990,8,0.99710226
991,7,0.99965227
992,4,0.9995759
993,1,0.99957705
994,1,0.99977463
995,8,0.9995173
996,7,0.99881315
997,9,0.7966883
998,3,0.99950105
999,4,0.9998565
1000,1,0.9993633
1001,6,0.9994609
1002,6,0.999321
1003,1,0.9995942
1004,8,0.99967945
1005,2,0.99951583
1006,2,0.9995459
1007,4,0.99831665
1008,7,0.9995921
1009,7,0.9993366
1010,4,0.9992784
1011,7,0.26985952
1012,5,0.99970055
1013,5,0.9986863
1014,1,0.99982584
1015,9,0.99980974
1016,9,0.99985474
1017,7,0.99955404
1018,7,0.8019913
1019,8,0.9995788
1020,6,0.9994159
1021,9,0.9994699
1022,8,0.9993235
1023,0,0.9994367
1024,1,0.8575233
1025,5,0.999094
1026,8,0.99951136
1027,6,0.99962837
1028,2,0.9995866
1029,2,0.9948203
1030,8,0.9974945
1031,0,0.9995456
1032,8,0.9992527
1033,6,0.99946153
1034,2,0.9642609
1035,6,0.99882424
1036,3,0.99936074
1037,4,0.99920845
1038,8,0.99949896
1039,3,0.99914867
1040,2,0.99971783
1041,3,0.99866754
1042,9,0.99959075
1043,3,0.9998174
1044,4,0.64232695
1045,4,0.9997295
1046,6,0.9994
1047,4,0.99971914
1048,1,0.9996537
1049,6,0.9994677
1050,7,0.99901485
1051,5,0.9994219
1052,1,0.99955386
1053,8,0.99745333
1054,4,0.999753
1055,2,0.9990384
1056,5,0.9988475
1057,8,0.99880964
1058,1,0.99930686
1059,9,0.99967384
1060,0,0.9995769
1061,0,0.99707305
1062,7,0.9992851
1063,8,0.9997443
1064,0,0.99628115
1065,3,0.99971884
1066,5,0.99958706
1067,0,0.99986106
1068,3,0.9994348
1069,6,0.9971423
1070,9,0.99970376
1071,0,0.9993993
1072,5,0.99984455
1073,6,0.9991045
1074,3,0.6516131
1075,0,0.99970466
1076,1,0.99650097
1077,1,0.99926853
1078,2,0.9848016
1079,5,0.9997975
1080,5,0.99956334
1081,4,0.9996764
1082,7,0.9995575
1083,1,0.9996597
1084,4,0.9975796
1085,5,0.9996869
1086,3,0.99972546
1087,1,0.9965391
1088,1,0.999523
1089,5,0.9991023
1090,7,0.9998127
1091,0,0.35341632
1092,5,0.9996513
1093,5,0.99872243
1094,1,0.9989813
1095,7,0.98507947
1096,8,0.9995743
1097,1,0.99977064
1098,5,0.9996279
1099,0,0.99813586
1100,5,0.99931556
1101,6,0.99817103
1102,5,0.99902856
1103,3,0.9998765
1104,1,0.9997748
1105,1,0.99944335
1106,0,0.9982394
1107,6,0.9996315
1108,2,0.99928045
1109,9,0.9994874
1110,5,0.9996241
1111,0,0.99961966
1112,4,0.9996203
1113,0,0.99867564
1114,1,0.99967784
1115,4,0.99906003
1116,3,0.99955666
1117,6,0.9996275
1118,1,0.99966276
1119,7,0.9997547
1120,7,0.9993103
1121,0,0.99905956
1122,6,0.9996389
1123,3,0.9981513
1124,2,0.99942076
1125,0,0.99963427
1126,2,0.9997508
1127,8,0.9993664
1128,4,0.9993342
1129,6,0.9996312
1130,2,0.99599135
1131,9,0.99928015
1132,7,0.99948406
1133,7,0.9995822
1134,2,0.999148
1135,6,0.99943656
1136,1,0.9996667
1137,4,0.99966174
1138,3,0.9995794
1139,7,0.9996072
1140,0,0.9990656
1141,7,0.99944353
1142,5,0.99961615
1143,4,0.9988
1144,9,0.9998539
1145,5,0.99959344
1146,2,0.9994283
1147,7,0.9997538
1148,3,0.9997183
1149,3,0.99841654
1150,3,0.9978241
1151,5,0.99146235
1152,7,0.99963456
1153,2,0.9996276
1154,2,0.9102829
1155,1,0.999382
1156,2,0.9988179
1157,7,0.9996274
1158,5,0.9994833
1159,4,0.9993985
1160,2,0.9993061
1161,1,0.99949914
1162,7,0.99961007
1163,3,0.9993377
1164,8,0.9997255
1165,4,0.99935925
1166,3,0.9997705
1167,7,0.9923981
1168,8,0.999691
1169,0,0.99940956
1170,7,0.9988259
1171,9,0.9995381
1172,1,0.99823874
1173,5,0.99972564
1174,5,0.99131215
1175,7,0.9993156
1176,3,0.9926406
1177,5,0.9996727
1178,9,0.99980277
1179,0,0.9996339
1180,8,0.999766
1181,3,0.99968445
1182,3,0.99971074
1183,5,0.99899673
1184,9,0.9998263
1185,3,0.9992779
1186,1,0.99964345
1187,3,0.99979115
1188,6,0.99920404
1189,8,0.9995383
1190,3,0.99976283
1191,6,0.97451895
1192,6,0.9994441
1193,9,0.9996115
1194,7,0.99939024
1195,3,0.9997694
1196,0,0.9996382
1197,8,0.9993572
1198,4,0.9997797
1199,1,0.99955595
1200,1,0.9991394
1201,1,0.9997368
1202,5,0.9995529
1203,4,0.9993701
1204,7,0.99939406
1205,6,0.9995844
1206,0,0.9996374
1207,0,0.9995533
1208,6,0.9966432
1209,3,0.99971515
1210,8,0.99900496
1211,9,0.99931586
1212,1,0.99983215
1213,9,0.99888945
1214,1,0.99945
1215,5,0.9994833
1216,4,0.9997891
1217,7,0.9997428
1218,3,0.99977124
1219,9,0.99898386
1220,1,0.9991571
1221,4,0.99474543
1222,0,0.9996664
1223,3,0.9997406
1224,6,0.9996848
1225,9,0.9980925
1226,4,0.8501466
1227,1,0.9968015
1228,8,0.9992582
1229,8,0.9997795
1230,4,0.9964937
1231,8,0.9997344
1232,5,0.99972343
1233,1,0.99977094
1234,1,0.999664
1235,8,0.99645984
1236,4,0.89089966
1237,6,0.9987661
1238,1,0.9997681
1239,1,0.9995278
1240,9,0.99916697
1241,3,0.99898404
1242,6,0.99948406
1243,3,0.99966544
1244,8,0.99905854
1245,5,0.99931115
1246,6,0.9970714
1247,7,0.9974511
1248,8,0.9995731
1249,1,0.9996146
1250,5,0.99972564
1251,4,0.9997385
1252,5,0.99965876
1253,7,0.99937564
1254,4,0.9992732
1255,0,0.9995206
1256,2,0.9993472
1257,7,0.99915963
1258,8,0.9996473
1259,9,0.99933434
1260,7,0.9975087
1261,5,0.9991266
1262,1,0.9985226
1263,9,0.9997066
1264,6,0.99962616
1265,1,0.99952394
1266,3,0.9982831
1267,5,0.9987496
1268,5,0.9996201
1269,6,0.99969494
1270,3,0.9996745
1271,6,0.9994653
1272,8,0.9992693
1273,4,0.9996977
1274,9,0.99971837
1275,8,0.99942267
1276,7,0.99966204
1277,1,0.98889065
1278,9,0.9993089
1279,6,0.99965364
1280,8,0.99970454
1281,4,0.99915504
1282,5,0.99962044
1283,6,0.99959487
1284,7,0.9989864
1285,4,0.99945974
1286,4,0.99949294
1287,9,0.9997066
1288,9,0.9996211
1289,0,0.96798116
1290,7,0.99973786
1291,6,0.99963045
1292,4,0.9996441
1293,1,0.9993447
1294,6,0.9991989
1295,5,0.9991795
1296,1,0.9996594
1297,6,0.9990408
1298,7,0.9996668
1299,3,0.99967194
1300,2,0.99953765
1301,2,0.9995614
1302,0,0.9998046
1303,9,0.9988245
1304,0,0.9992119
1305,6,0.9995333
1306,9,0.9997446
1307,4,0.99975646
1308,8,0.99968797
1309,7,0.9992588
1310,6,0.9995847
1311,6,0.99897206
1312,6,0.9995419
1313,3,0.99923134
1314,2,0.9997223
1315,1,0.9991754
1316,2,0.9998745
1317,8,0.99721926
1318,7,0.9995121
1319,5,0.9996246
1320,2,0.998155
1321,5,0.99962604
1322,8,0.99982166
1323,5,0.999735
1324,8,0.9997614
1325,6,0.99963474
1326,2,0.9990243
1327,1,0.9994949
1328,0,0.9997403
1329,5,0.99921304
1330,1,0.988722
1331,0,0.9994725
1332,1,0.99610245
1333,1,0.99959075
1334,3,0.99918
1335,6,0.99964345
1336,0,0.99963266
1337,1,0.9989541
1338,4,0.74485886
1339,7,0.99948156
1340,2,0.9995168
1341,0,0.9996732
1342,8,0.99953365
1343,6,0.99929893
1344,1,0.99725544
1345,9,0.9990021
1346,9,0.9998137
1347,0,0.99957883
1348,5,0.9995807
1349,4,0.999424
1350,6,0.9837925
1351,8,0.9996193
1352,4,0.99977094
1353,7,0.9990937
1354,1,0.9995702
1355,9,0.99963474
1356,5,0.9995883
1357,3,0.9997754
1358,4,0.9993165
1359,1,0.9994942
1360,9,0.999447
1361,8,0.9994375
1362,1,0.9982066
1363,1,0.9992331
1364,6,0.99744165
1365,0,0.9993742
1366,3,0.9997546
1367,8,0.99472725
1368,5,0.99971616
